title,releasedate,developer,publisher,genres,productrating,userscore,userratingscount,id
Guilty Gear X,2001-09-30,Arc System Works,Sammy Studios,2D Fighting,Rated T For Teen,7.7,17,10487
Arc of Alchemist,2020-01-30,Compile Heart,Idea Factory,Action RPG,Rated E +10 For Everyone +10,3.5,13,10488
Flockers,2014-09-23,Team17,Team17,Action Puzzle,Rated T For Teen,4.5,11,10489
The Entropy Centre,2022-11-03,Stubby Games,Playstack,First-Person Adventure,,7.5,26,10490
DodoGo! Robo,2011-04-18,Alien After All,Neko Entertainment,2D Platformer,Rated E For Everyone,,,10491
Dark Cloud,2001-05-28,Level 5,SCEA,Action RPG,Rated T For Teen,8,117,10492
Cave Story Plus,2017-06-20,Nicalis,Nicalis,Metroidvania,Rated E +10 For Everyone +10,7.9,187,10493
Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016-05-24,PlatinumGames,Activision,3D Beat-'Em-Up,Rated T For Teen,5.5,186,10494
ESPN MLS ExtraTime,2001-04-16,Konami Computer Entertainment Hawaii,Konami,Soccer Sim,Rated E For Everyone,,,10495
MechWarrior: Tactical Command,2012-09-27,Personae Studios,Personae Studios,Action,,,,10496
Antichamber,2013-01-31,Demruth,Demruth,Puzzle,,8.3,629,10497
Resident Evil HD Remaster,2015-01-20,Capcom,Capcom,Survival,Rated M For Mature,8.6,1138,10498
"SpongeBob SquarePants: Lights, Camera, Pants!",2005-10-21,THQ Studio Australia,THQ,Party,Rated E For Everyone,7.8,30,10499
Puzzle Craft,2012-08-16,Chillingo,Chillingo,Matching Puzzle,,6.7,18,10500
Invizimals,2010-10-12,Novarama,SCEA,Card Battle,Rated E +10 For Everyone +10,7.8,26,10501
Star X,2002-04-17,Graphic State,Bam Entertainment,Rail Shooter,Rated E For Everyone,,,10502
Ar tonelico Qoga: Knell of Ar Ciel,2011-03-15,Gust,NIS America,JRPG,Rated M For Mature,7.8,76,10503
Edge (2011),2011-08-11,Mobigame,Two Tribes,3D Platformer,,7.4,57,10504
Marvel vs. Capcom Origins,2012-09-26,Iron Galaxy Studios,Capcom,Compilation,Rated T For Teen,8.3,11,10505
Yono and the Celestial Elephants,2017-10-12,Neckbolt,Plug In Digital,Linear Action Adventure,Rated E For Everyone,7.1,23,10506
Commandos 3: Destination Berlin,2003-10-14,Pyro Studios,Eidos Interactive,Real-Time Tactics,Rated T For Teen,7.7,92,10507
Jump Force,2019-02-12,Spike Chunsoft,Bandai Namco Games,3D Fighting,Rated T For Teen,4.4,323,10508
Let's Catch,2009-06-15,Prope,Sega,Action,Rated E For Everyone,,,10509
Sherlock Holmes: The Silver Earring,2004-09-28,Frogwares,Ubisoft,Adventure,Rated T For Teen,6.4,32,10510
Back to the Future: The Game,2011-10-25,Iron Galaxy Studios,Telltale Games,Third-Person Adventure,Rated T For Teen,4.3,10,10511
The Walking Dead: Season Two - A Telltale Games Series,2013-12-17,Telltale Games,Telltale Games,Point-and-Click,Rated M For Mature,8.1,848,10512
V-Rally 3,2003-03-25,Eden Studios,Atari SA,Auto Racing Sim,Rated E For Everyone,,,10513
Trade Empires,2001-09-17,Frog City Software,Eidos Interactive,Strategy,Rated E For Everyone,6.6,9,10514
Sid Meier's Civilization VI: Gathering Storm,2019-02-14,Firaxis Games,2K Games,4X Strategy,,6.8,89,10515
The Wardrobe,2017-02-15,CINIC Games,Adventure Productions,Point-and-Click,,6.9,15,10516
ArchLord,2006-10-03,NHN Corporation,Codemasters,MMORPG,Rated T For Teen,5,7,10517
New Super Lucky's Tale,2019-11-08,Playful Corp.,Playful Corp.,3D Platformer,Rated E For Everyone,7.9,133,10518
Street Fighter Alpha Anthology,2006-06-13,Capcom,Capcom,Compilation,Rated T For Teen,7.8,12,10519
Battle Engine Aquila,2003-01-20,Lost Toys,Atari SA,FPS,Rated T For Teen,,,10520
Major Magnet,2013-02-21,,,Action,,6.7,9,10521
Wik & the Fable of Souls,2005-12-14,Reflexive Entertainment,Reflexive Entertainment,2D Platformer,Rated E For Everyone,7.9,8,10522
Flashback 2,2023-11-16,Microids Studio Lyon,Microids,Action Adventure,Rated T For Teen,2.5,16,10523
Wario: Master of Disguise,2007-03-05,Suzak,Nintendo,2D Platformer,Rated E +10 For Everyone +10,6.5,24,10524
Luigi's Mansion: Dark Moon,2013-03-24,Next Level Games,Nintendo,Action Adventure,Rated E For Everyone,8.4,686,10525
Final Fantasy IV: The Complete Collection,2011-04-18,Bullets,Square Enix,Compilation,Rated E +10 For Everyone +10,8.7,220,10526
Hunter: The Reckoning Wayward,2003-09-09,High Voltage Software,VU Games,3D Beat-'Em-Up,Rated M For Mature,6.2,9,10527
Dungeonland,2013-01-29,Critical Studio,Paradox Interactive,MOBA,Rated RP For Rate Pending,7.5,106,10528
Chibi-Robo! Photo Finder,2014-01-09,Skip Ltd.,Nintendo,Action Adventure,Rated E For Everyone,7.6,33,10529
Voltron,2011-11-30,Behaviour Interactive,THQ,Vertical Shoot-'Em-Up,Rated E +10 For Everyone +10,7.2,6,10530
Don't Starve,2014-01-07,Klei Entertainment,Klei Entertainment,Sandbox,Rated T For Teen,7.1,415,10531
Deadly Creatures,2009-02-09,Rainbow Studios,THQ,Linear Action Adventure,Rated T For Teen,7.8,24,10532
Tomb Raider III: Adventures of Lara Croft,1998-11-21,Core Design Ltd.,Eidos Interactive,Linear Action Adventure,Rated T For Teen,8.1,130,10533
Greedy Dwarf,2013-07-03,Sleeper Cell,Crescent Moon Games,Arcade,,,,10534
Onimusha Blade Warriors,2004-03-24,Capcom,Capcom,3D Fighting,Rated T For Teen,6,7,10535
Counter-Strike: Global Offensive,2012-08-21,Hidden Path Entertainment,Valve Software,Tactical FPS,Rated M For Mature,7.3,5415,10536
Untitled Goose Game,2019-09-20,22nd Century Toys,Panic Inc.,Action Adventure,Rated E For Everyone,7.7,244,10537
Tomodachi Life,2014-06-06,Nintendo,Nintendo,Virtual Life,Rated E For Everyone,7.8,272,10538
Sword Art Online: Hollow Realization,2016-11-08,Aquria,Bandai Namco Games,Action RPG,Rated T For Teen,7.4,102,10539
Shinobi (1987),2020-01-23,M2,Sega,2D Platformer,Rated E +10 For Everyone +10,8.6,12,10540
Aerial Strike: The Yager Missions,2005-02-04,Yager,DreamCatcher Interactive,Third Person Shooter,Rated T For Teen,,,10541
Dance Dance Revolution Universe 2,2007-12-04,Konami,Konami,Dancing,Rated E +10 For Everyone +10,,,10542
Chasing Aurora,2012-11-18,Broken Rules,Broken Rules,Aircraft Combat Sim,Rated E For Everyone,7.3,23,10543
Blackthorne,2003-09-17,Mass Media,Blizzard Classic Arcade,2D Platformer,Rated T For Teen,7.8,13,10544
The Da Vinci Code,2006-05-15,The Collective,2K Games,Linear Action Adventure,Rated T For Teen,7.9,13,10545
Deep Black: Reloaded,2012-03-01,Biart,Biart,Third Person Shooter,,3.7,42,10546
Prince of Persia: The Sands of Time,2003-11-10,Ubisoft,Ubisoft,Linear Action Adventure,Rated T For Teen,8.7,416,10547
Sprinkle: Water splashing fire fighting fun!,2011-08-25,Mediocre AB,Mediocre AB,Action,,,,10548
Black Bird,2018-10-18,Onion Games,Onion Games,Vertical Shoot-'Em-Up,Rated E +10 For Everyone +10,8,5,10549
Sundered,2017-07-28,Thunder Lotus Games,Thunder Lotus Games,Metroidvania,Rated T For Teen,7.4,76,10550
Super Robot Wars 30,2021-10-27,B.B.Studio,Bandai Namco Games,Turn-Based Tactics,Rated T For Teen,7.5,14,10551
The Last Rocket,2011-08-11,Shaun Inman,Shaun Inman,Action,,,,10552
Lake,2021-09-01,Gamious,Whitethorn Digital,Adventure,,6.3,56,10553
Life is Strange: True Colors,2021-09-10,Deck Nine Games,Square Enix,Action Adventure,Rated M For Mature,7,315,10554
Dead or Alive Ultimate,2004-10-26,Team Ninja,Tecmo,Compilation,Rated M For Mature,9.5,20,10555
God of War III Remastered,2015-07-14,Wholesale Algorithms,SCEA,Linear Action Adventure,Rated M For Mature,8.3,1639,10556
GRIP: Combat Racing,2018-11-06,Caged Element Inc.,Wired Productions,Auto Racing,Rated E +10 For Everyone +10,5.3,23,10557
Exile's End,2016-10-25,MagneticRealms,XSEED Games,2D Platformer,Rated T For Teen,6.6,5,10558
Asphalt 9: Legends,2018-07-26,Gameloft,Gameloft,Auto Racing,,6.3,55,10559
Mace Griffin Bounty Hunter,2003-06-17,Warthog,Black Label Games,FPS,Rated M For Mature,,,10560
Gesundheit!,2011-07-28,"Konami Mobile & Online, Inc.","Konami Mobile & Online, Inc.",Adventure,,,,10561
Tentacular,2023-02-22,Firepunchd,Devolver Digital,Action Puzzle,Rated E +10 For Everyone +10,6,5,10562
FORGE (2012),2012-12-04,Dark Vale Games,Dark Vale Games,MMORPG,Rated T For Teen,7.5,180,10563
Pinobee: Wings of Adventure,2001-05-30,Artoon,Activision,2D Platformer,Rated E For Everyone,,,10564
Mega Man: Battle Chip Challenge,2004-03-03,Capcom,Capcom,Card Battle,Rated E For Everyone,5.7,20,10565
NHL 2002,2001-09-24,EA Sports,Electronic Arts,Hockey Sim,Rated E For Everyone,7.8,16,10566
Gunfire Reborn,2022-10-27,Duoyi Games,505 Games,FPS,Rated T For Teen,7,22,10567
Garage,2018-05-10,tinyBuild,tinyBuild,Survival,Rated M For Mature,6.3,14,10568
The Movies,2005-11-08,Lionhead Studios,Activision,Tycoon,Rated T For Teen,8.2,152,10569
Open Me!,2013-08-13,SCEI,SCEA,Action,Rated E +10 For Everyone +10,8,13,10570
Schizoid,2008-07-09,Torpex Games LLC,Microsoft Game Studios,Action,Rated E For Everyone,,,10571
Tactics Ogre: Reborn,2022-11-11,Square Enix,Square Enix,Turn-Based Tactics,Rated T For Teen,5.7,126,10572
Spelunker Party,2017-10-19,Tozai Games,Square Enix,2D Platformer,Rated E For Everyone,6.8,15,10573
Pac-Man World 2,2002-02-24,Namco,Namco,3D Platformer,Rated E For Everyone,7.3,40,10574
Anno 2070,2011-11-17,Related Designs,Ubisoft,Management,Rated T For Teen,7.1,550,10575
Soul Hackers 2,2022-08-24,Atlus,Sega,JRPG,Rated M For Mature,7.1,120,10576
Star Wars Pinball VR,2021-04-29,Zen Studios,Zen Studios,Pinball,,,,10577
For Honor,2017-02-14,Ubisoft Montreal,Ubisoft,Action Adventure,Rated M For Mature,6,1163,10578
Trauma Center: Under the Knife 2,2008-07-02,Vanguard,Atlus,Virtual Career,Rated T For Teen,6.1,7,10579
LEGO Batman: DC Super Heroes,2013-04-25,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,Adventure,,8,5,10580
Planet Coaster,2016-11-17,Frontier Developments,Frontier Developments,Tycoon,Rated E For Everyone,7.7,453,10581
Castlevania: Lords of Shadow - Mirror of Fate,2013-03-05,Mercury Steam,Konami,Action Adventure,Rated M For Mature,7.3,265,10582
Independence War 2: Edge of Chaos,2001-08-22,Particle Systems,Infogrames,Space Combat Sim,Rated E For Everyone,7.6,23,10583
Real War,2001-09-24,Rival Interactive,Simon & Schuster,Real-Time Strategy,Rated T For Teen,5.9,7,10584
No Man's Sky Beyond,2019-08-14,Hello Games,Hello Games,Open-World Action,Rated T For Teen,8.2,210,10585
Spider-Man: Friend or Foe,2007-10-02,Next Level Games,Activision,Action Adventure,Rated E +10 For Everyone +10,7,31,10586
ATV Offroad Fury,2001-02-05,Rainbow Studios,SCEA,Auto Racing Sim,Rated E For Everyone,7.9,24,10587
Batman: The Telltale Series - Episode 4: Guardian of Gotham,2016-11-22,Telltale Games,Telltale Games,Point-and-Click,Rated M For Mature,6.4,27,10588
Nintendo Labo: Toycon 02 Robot Kit,2018-04-20,Nintendo,Nintendo,Party,Rated E +10 For Everyone +10,6.5,77,10589
Mega Man Star Force: Pegasus,2007-08-07,Capcom,Capcom,Action RPG,Rated E For Everyone,6.4,21,10590
"Warhammer 40,000: Inquisitor - Martyr",2018-06-05,NeocoreGames,Games Workshop,Real-Time Strategy,Rated M For Mature,6.5,124,10591
Tiny Brains,2013-12-03,Spearhead Games,505 Games,Action Puzzle,Rated E +10 For Everyone +10,6.7,74,10592
Super Contra,2007-07-25,Konami,Konami,2D Platformer,Rated E +10 For Everyone +10,5.8,10,10593
SeaBlade,2002-11-20,Vision Scape,Simon & Schuster,Third Person Shooter,Rated T For Teen,,,10594
Thor: God of Thunder,2011-05-03,Liquid Entertainment,Sega,3D Beat-'Em-Up,Rated T For Teen,5.6,28,10595
The Sims 2,2004-09-14,Maxis,EA Games,Virtual Life,Rated T For Teen,8.5,904,10596
Middle Manager of Justice,2012-09-05,Double Fine Productions,Double Fine Productions,RPG,,5.8,11,10597
Okage: Shadow King,2001-10-01,Zener Works,SCEA,JRPG,Rated T For Teen,7.7,18,10598
Pac-Man Party,2010-11-16,TOSE,Namco Bandai Games,Party,Rated E +10 For Everyone +10,6,23,10599
Crime Life: Gang Wars,2005-11-22,Hothouse Creations,Konami,Action Adventure,Rated M For Mature,6.7,7,10600
Spore Creature Creator,2008-06-17,Maxis,Electronic Arts,Strategy,Rated E For Everyone,7,36,10601
Ace Combat Assault Horizon: Enhanced Edition,2013-01-24,QLOC,Namco Bandai Games,Aircraft Combat Sim,Rated T For Teen,5.9,191,10602
Hextech Mayhem: A League of Legends Story,2021-11-16,Choice Provisions,Riot Games,2D Platformer,Rated E +10 For Everyone +10,7,20,10603
Final Fantasy I & II: Dawn of Souls,2004-11-29,TOSE,Nintendo,Compilation,Rated E For Everyone,8,74,10604
Batman: The Enemy Within - Episode 2: The Pact,2017-09-26,Telltale Games,Telltale Games,Point-and-Click,Rated M For Mature,7.3,26,10605
The Little Acre,2016-12-13,Curve Digital,Curve Digital,Point-and-Click,Rated E +10 For Everyone +10,6.5,27,10606
Tom Clancy's Ghost Recon: Shadow Wars,2011-03-22,Ubisoft,Ubisoft,Turn-Based Strategy,Rated T For Teen,7.9,85,10607
Metro: Last Light,2013-05-13,4A Games,Deep Silver,FPS,Rated M For Mature,8.5,3445,10608
Super Monkey Ball Jr.,2002-11-19,Realism Ltd,THQ,Puzzle,Rated E For Everyone,7,15,10609
The Grim Adventures of Billy & Mandy,2006-11-16,High Voltage Software,Midway,3D Fighting,Rated E +10 For Everyone +10,7.2,5,10610
Robot Alchemic Drive,2002-11-04,Sandlot,Enix Corporation,Vehicle Combat Sim,Rated T For Teen,7.7,9,10611
Blast-A-Way,2012-08-30,Illusion Labs,Illusion Labs,Adventure,,,,10612
Unbox: Newbie's Adventure,2017-07-26,Merge Games,Merge Games,3D Platformer,Rated E For Everyone,,,10613
dream:scape,2011-06-09,Speedbump,Speedbump,Puzzle,,,,10614
LEGO City Undercover: The Chase Begins,2013-04-21,Traveller's Tales,Nintendo,Action Adventure,Rated E +10 For Everyone +10,6.6,83,10615
SD Gundam Battle Alliance,2022-08-25,Artdink,Bandai Namco Games,Action RPG,Rated T For Teen,7.1,15,10616
Tryst,2012-09-14,BlueGiant Interactive,BlueGiant Interactive,Command RTS,,5.8,19,10617
The Jackbox Party Pack 10,2023-10-19,"Jackbox Games, Inc.","Jackbox Games, Inc.",Party,,7.3,,10618
The Dukes of Hazzard: Return of the General Lee,2004-09-28,Ratbag,Ubisoft,Auto Racing,Rated E For Everyone,,,10619
Disgaea 6 Complete,2022-06-28,Nippon Ichi Software,NIS America,Turn-Based Tactics,Rated T For Teen,4.8,8,10620
Motorsport Manager,2016-11-09,Playsport Games Ltd,Sega,Virtual Career,Rated E +10 For Everyone +10,8.1,106,10621
Syberia: The World Before,2022-03-18,Koalabs,Microids,Point-and-Click,Rated T For Teen,8.5,128,10622
Tokyo Dark,2017-09-07,Cherrymochi,Square Enix,Point-and-Click,Rated M For Mature,7.5,35,10623
Gradius III and IV,2000-11-13,KCET,Konami,Horizontal Shoot-'Em-Up,Rated E For Everyone,7.4,5,10624
Gnosia,2021-03-04,Petit Depotto,Playism,Visual Novel,Rated T For Teen,8.4,51,10625
Double Dragon,2011-03-04,Brizo Interactive Corporation,Bow Mobile,2D Beat-'Em-Up,,,,10626
Resident Evil 6,2012-10-02,Capcom,Capcom,Survival,Rated M For Mature,5.3,1649,10627
Evergate,2020-08-18,Stone Lantern Games,PQube,2D Platformer,Rated T For Teen,7.5,17,10628
Dungeon Hearts,2013-03-28,Cube Roots,Devolver Digital,Matching Puzzle,,6.4,23,10629
Tom Clancy's Rainbow Six: Rogue Spear (2002),2002-03-18,Ubisoft Milan,Ubisoft,Linear Action Adventure,Rated T For Teen,,,10630
Fimbul,2019-02-28,Zaxis,Wild River Games,Action Adventure,Rated T For Teen,1.5,6,10631
Divinity II: Ego Draconis,2010-01-05,Larian Studios Games,DTP Entertainment,Action RPG,Rated M For Mature,7.7,108,10632
Back to the Future: The Game - Episode I: It's About Time,2010-12-22,Telltale Games,Telltale Games,Third-Person Adventure,,7.1,117,10633
Resident Evil 4,2023-03-24,Capcom,Capcom,Survival,Rated M For Mature,8,5930,10634
Rugby Challenge,2011-10-18,Sidhe Interactive,Mad Catz,Rugby,Rated E For Everyone,6.4,9,10635
Gary Grigsby's World at War,2005-03-25,2By3 Games,Matrix Games,Turn-Based Strategy,Rated T For Teen,6.5,,10636
Yu-Gi-Oh! Reshef of Destruction,2004-06-29,Konami,Konami,Card Battle,Rated E For Everyone,6,12,10637
Sable,2021-09-23,Shed-Works,Raw Fury,Open-World Action,,6.9,118,10638
Fuga: Melodies of Steel 2,2023-05-11,CyberConnect2,CyberConnect2,JRPG,Rated T For Teen,8.3,,10639
Squishies,2018-11-20,Brainseed Factory,Brainseed Factory,3D Platformer,,6.7,6,10640
Lords of Football,2013-04-05,Geniaware,Geniaware,Soccer Sim,,6.2,58,10641
Not Tonight 2,2022-02-11,Panic Barn Ltd,No More Robots,Virtual Career,,3.8,6,10642
Pocket God: Ooga Jump,2013-10-31,,,Action,,,,10643
Imperator: Rome,2019-04-25,Paradox Development Studio,Paradox Interactive,Real-Time Strategy,,5,220,10644
Nioh: Defiant Honor,2017-07-25,Team Ninja,Sony Interactive Entertainment,Action RPG,Rated M For Mature,7.6,57,10645
Call of Duty: Black Ops III - Descent,2016-07-12,Treyarch,Activision,FPS,Rated M For Mature,3,5,10646
Neversong,2020-05-20,Serenity Forge,Serenity Forge,Action Adventure,,7.4,23,10647
Miitomo,2016-03-31,Nintendo,Nintendo,Virtual Life,,7,66,10648
Digimon World: Dawn,2007-09-18,Bec,Namco Bandai Games,Trainer RPG,Rated E For Everyone,7.4,40,10649
Football Manager 2016,2015-11-13,Sports Interactive,Sports Interactive,Soccer Management,Rated E For Everyone,7,143,10650
D4: Dark Dreams Don't Die,2014-09-19,Access Games,Microsoft Game Studios,Point-and-Click,Rated M For Mature,7.2,310,10651
To End All Wars,2014-08-29,AGEOD,Slitherine,Turn-Based Strategy,,7.6,15,10652
Miami Vice: The Game (2006),2006-07-18,Rebellion,Sierra Entertainment,Third Person Shooter,Rated M For Mature,5.7,10,10653
Gothic II,2003-10-28,Piranha Bytes,Atari SA,Western RPG,Rated M For Mature,9,1283,10654
Syndrome,2016-10-06,Camel 101,Camel 101,Survival,,5.7,18,10655
LEGO Batman: The Videogame,2008-09-23,Traveller's Tales,Warner Bros. Interactive Entertainment,Action Adventure,Rated E +10 For Everyone +10,7,583,10656
Wolfenstein: Cyberpilot,2019-07-26,MachineGames,Bethesda Softworks,FPS,Rated M For Mature,3.8,47,10657
Aedis Eclipse: Generation of Chaos,2007-04-24,Idea Factory,NIS America,Turn-Based Strategy,Rated E +10 For Everyone +10,5.7,9,10658
Starfront: Collision,2011-02-17,Gameloft,Gameloft,Action,,6.2,6,10659
DreamWorks Kung Fu Panda,2008-06-03,"Luxoflux, Inc.",Activision,3D Platformer,Rated E +10 For Everyone +10,7.2,41,10660
Batman: The Enemy Within - Episode 5: Same Stitch,2018-03-26,Telltale Games,Telltale Games,Point-and-Click,,7.5,100,10661
NCAA Football 13,2012-07-10,EA Tiburon,EA Sports,Football Sim,Rated E For Everyone,5.8,72,10662
Super Trucks Racing,2003-10-29,Jester Interactive,XS Games,Auto Racing Sim,Rated E For Everyone,,,10663
Dragon Ball Z: Ultimate Tenkaichi,2011-10-25,Spike,Namco Bandai Games,3D Fighting,Rated T For Teen,5.3,116,10664
Kard Combat,2011-07-13,Hothead Games Inc.,Hothead Games Inc.,Board,,,,10665
Atlas Fallen,2023-08-10,Deck 13,Focus Entertainment,Action RPG,Rated T For Teen,6.1,75,10666
NBA Live 07,2006-09-25,EA Sports,EA Sports,Basketball Sim,Rated E For Everyone,7.3,6,10667
Triple Play Baseball,2001-03-12,EA Sports,EA Sports,Baseball Sim,Rated E For Everyone,,,10668
Sonic Rush Adventure,2007-09-18,Dimps Corporation,Sega,2D Platformer,Rated E For Everyone,8,96,10669
Pop-Up Pilgrims,2018-02-13,Dakko Dakko,Dakko Dakko,Real-Time Strategy,Rated E For Everyone,,,10670
Shin-chan: Me and the Professor on Summer Vacation - The Endless Seven-Day Journey,2022-08-11,Millennium Kitchen,Neos,Adventure,Rated E For Everyone,7.1,11,10671
Field of Glory II: Medieval,2021-02-04,Slitherine,Slitherine,Turn-Based Tactics,,6.1,7,10672
A Good Snowman Is Hard To Build,2015-12-09,Draknek,Draknek,Action Puzzle,,6.6,14,10673
Mega Man Legacy Collection,2015-08-25,Digital Eclipse,Capcom,Compilation,Rated E For Everyone,7.1,47,10674
Lost Planet 3,2013-08-27,Spark Unlimited,Capcom,Third Person Shooter,Rated T For Teen,5.8,151,10675
Stacking: The Lost Hobo King,2011-04-06,Double Fine Productions,THQ,Action Puzzle,Rated E +10 For Everyone +10,8.7,6,10676
Dynasty Warriors DS: Fighter's Battle,2007-07-25,Studio Fake,Koei,3D Beat-'Em-Up,Rated E +10 For Everyone +10,6,5,10677
Sonic Rivals,2006-11-16,Backbone Entertainment,Sega,Arcade Racing,Rated E For Everyone,7.6,63,10678
Star Fox Guard,2016-04-22,PlatinumGames,Nintendo,Defense,Rated E +10 For Everyone +10,7.3,102,10679
Resident Evil: The Mercenaries 3D,2011-06-28,Capcom,Capcom,Tactical Third Person Shooter,Rated M For Mature,6.6,134,10680
Slime Rancher,2017-08-01,Monomi Park,Monomi Park,Open-World Action,,8,261,10681
Hector: Badge of Carnage - Episode 1: We Negotiate With Terrorists,,Straandlooper,Telltale Games,Action Adventure,,,,10682
Frontlines: Fuel of War,2008-02-25,Kaos Studios,THQ,FPS,Rated T For Teen,7.2,32,10683
Call of Duty 4: Modern Warfare,2007-11-05,Infinity Ward,Activision,FPS,Rated M For Mature,8.5,1452,10684
Tom Clancy's Ghost Recon (Wii),2010-11-16,Next Level Games,Ubisoft,Tactical FPS,Rated T For Teen,6.6,11,10685
Endless Ocean: Blue World,2010-02-22,Arika,Nintendo,Third-Person Adventure,Rated E +10 For Everyone +10,8.4,27,10686
Regalia: Of Men and Monarchs - Royal Edition,2018-04-10,Pixelated Milk,Crunching Koalas,Turn-Based Tactics,Rated T For Teen,5.8,9,10687
Speedball 2 - Tournament,2007-11-27,Kylotonn,Frogster Interactive,Future Sport,,8.1,9,10688
Gangs of London,2006-10-03,SCEE London Studio,SCEA,Open-World Action,Rated M For Mature,6.3,9,10689
Sword of Mana,2003-12-01,Brownie Brown,Nintendo,Action RPG,Rated E For Everyone,8.7,20,10690
